instance,n,W,V,method,profit,time,nodes
inst_N12_W300_V350_3.txt,12,300,350,backtracking,483,0.001090,7311
inst_N12_W300_V350_3.txt,12,300,350,branchBound,483,0.000011,N/A
inst_N12_W300_V350_4.txt,12,300,350,dynamicProg,573,0.140855,N/A
inst_N12_W300_V350_4.txt,12,300,350,backtracking,573,0.000881,6519
inst_N12_W300_V350_4.txt,12,300,350,branchBound,573,0.000010,N/A
inst_N12_W300_V350_5.txt,12,300,350,dynamicProg,646,0.148295,N/A
inst_N12_W300_V350_5.txt,12,300,350,backtracking,646,0.000800,8171
inst_N12_W300_V350_5.txt,12,300,350,branchBound,646,0.000013,N/A
inst_N12_W300_V350_6.txt,12,300,350,dynamicProg,693,0.160534,N/A
inst_N12_W300_V350_6.txt,12,300,350,backtracking,693,0.000885,7949
inst_N12_W300_V350_6.txt,12,300,350,branchBound,693,0.000035,N/A
inst_N12_W300_V350_7.txt,12,300,350,dynamicProg,502,0.104578,N/A
inst_N12_W300_V350_7.txt,12,300,350,backtracking,502,0.001247,6247
inst_N12_W300_V350_7.txt,12,300,350,branchBound,502,0.000014,N/A
inst_N12_W300_V350_8.txt,12,300,350,dynamicProg,558,0.140522,N/A
inst_N12_W300_V350_8.txt,12,300,350,backtracking,558,0.000775,7105
inst_N12_W300_V350_8.txt,12,300,350,branchBound,553,0.000020,N/A
inst_N12_W300_V350_9.txt,12,300,350,dynamicProg,577,0.122269,N/A
inst_N12_W300_V350_9.txt,12,300,350,backtracking,577,0.000780,7339
inst_N12_W300_V350_9.txt,12,300,350,branchBound,577,0.000009,N/A
inst_N12_W300_V400_0.txt,12,300,400,dynamicProg,578,0.143814,N/A
inst_N12_W300_V400_0.txt,12,300,400,backtracking,578,0.000817,8167
inst_N12_W300_V400_0.txt,12,300,400,branchBound,577,0.000005,N/A
inst_N12_W300_V400_1.txt,12,300,400,dynamicProg,423,0.158117,N/A
inst_N12_W300_V400_1.txt,12,300,400,backtracking,423,0.000961,5391
inst_N12_W300_V400_1.txt,12,300,400,branchBound,423,0.000028,N/A
inst_N12_W300_V400_2.txt,12,300,400,dynamicProg,539,0.148277,N/A
inst_N12_W300_V400_2.txt,12,300,400,backtracking,539,0.000719,6649
inst_N12_W300_V400_2.txt,12,300,400,branchBound,539,0.000015,N/A
inst_N12_W300_V400_3.txt,12,300,400,dynamicProg,566,0.147846,N/A
inst_N12_W300_V400_3.txt,12,300,400,backtracking,566,0.000800,7671
inst_N12_W300_V400_3.txt,12,300,400,branchBound,556,0.000004,N/A
inst_N12_W300_V400_4.txt,12,300,400,dynamicProg,483,0.168713,N/A
inst_N12_W300_V400_4.txt,12,300,400,backtracking,483,0.000583,6151
inst_N12_W300_V400_4.txt,12,300,400,branchBound,483,0.000042,N/A
inst_N12_W300_V400_5.txt,12,300,400,dynamicProg,555,0.125758,N/A
inst_N12_W300_V400_5.txt,12,300,400,backtracking,555,0.001104,7409
inst_N12_W300_V400_5.txt,12,300,400,branchBound,555,0.000017,N/A
inst_N12_W300_V400_6.txt,12,300,400,dynamicProg,450,0.153399,N/A
inst_N12_W300_V400_6.txt,12,300,400,backtracking,450,0.000796,6505
inst_N12_W300_V400_6.txt,12,300,400,branchBound,450,0.000014,N/A
inst_N12_W300_V400_7.txt,12,300,400,dynamicProg,343,0.128349,N/A
inst_N12_W300_V400_7.txt,12,300,400,backtracking,343,0.000511,5465
inst_N12_W300_V400_7.txt,12,300,400,branchBound,343,0.000012,N/A
inst_N12_W300_V400_8.txt,12,300,400,dynamicProg,531,0.153016,N/A
inst_N12_W300_V400_8.txt,12,300,400,backtracking,531,0.000739,7327
inst_N12_W300_V400_8.txt,12,300,400,branchBound,531,0.000011,N/A
inst_N12_W300_V400_9.txt,12,300,400,dynamicProg,617,0.176238,N/A
inst_N12_W300_V400_9.txt,12,300,400,backtracking,617,0.000719,7895
inst_N12_W300_V400_9.txt,12,300,400,branchBound,617,0.000021,N/A
inst_N12_W300_V450_0.txt,12,300,450,dynamicProg,502,0.168745,N/A
inst_N12_W300_V450_0.txt,12,300,450,backtracking,502,0.000724,7559
inst_N12_W300_V450_0.txt,12,300,450,branchBound,502,0.000028,N/A
inst_N12_W300_V450_1.txt,12,300,450,dynamicProg,568,0.161439,N/A
inst_N12_W300_V450_1.txt,12,300,450,backtracking,568,0.000662,6631
inst_N12_W300_V450_1.txt,12,300,450,branchBound,568,0.000014,N/A
inst_N12_W300_V450_2.txt,12,300,450,dynamicProg,495,0.141367,N/A
inst_N12_W300_V450_2.txt,12,300,450,backtracking,495,0.000556,5875
inst_N12_W300_V450_2.txt,12,300,450,branchBound,495,0.000046,N/A
inst_N12_W300_V450_3.txt,12,300,450,dynamicProg,637,0.162381,N/A
inst_N12_W300_V450_3.txt,12,300,450,backtracking,637,0.001377,7407
inst_N12_W300_V450_3.txt,12,300,450,branchBound,637,0.000010,N/A
inst_N12_W300_V450_4.txt,12,300,450,dynamicProg,484,0.157493,N/A
inst_N12_W300_V450_4.txt,12,300,450,backtracking,484,0.000902,7049
inst_N12_W300_V450_4.txt,12,300,450,branchBound,484,0.000015,N/A
inst_N12_W300_V450_5.txt,12,300,450,dynamicProg,530,0.190014,N/A
inst_N12_W300_V450_5.txt,12,300,450,backtracking,530,0.000807,6539
inst_N12_W300_V450_5.txt,12,300,450,branchBound,530,0.000015,N/A
inst_N12_W300_V450_6.txt,12,300,450,dynamicProg,499,0.188545,N/A
inst_N12_W300_V450_6.txt,12,300,450,backtracking,499,0.000714,6975
inst_N12_W300_V450_6.txt,12,300,450,branchBound,492,0.000018,N/A
inst_N12_W300_V450_7.txt,12,300,450,dynamicProg,503,0.159593,N/A
inst_N12_W300_V450_7.txt,12,300,450,backtracking,503,0.000688,6549
inst_N12_W300_V450_7.txt,12,300,450,branchBound,503,0.000013,N/A
inst_N12_W300_V450_8.txt,12,300,450,dynamicProg,523,0.137871,N/A
inst_N12_W300_V450_8.txt,12,300,450,backtracking,523,0.000571,6037
inst_N12_W300_V450_8.txt,12,300,450,branchBound,523,0.000023,N/A
inst_N12_W300_V450_9.txt,12,300,450,dynamicProg,520,0.125059,N/A
inst_N12_W300_V450_9.txt,12,300,450,backtracking,520,0.000680,5995
inst_N12_W300_V450_9.txt,12,300,450,branchBound,520,0.000009,N/A
inst_N12_W300_V500_0.txt,12,300,500,dynamicProg,537,0.186536,N/A
inst_N12_W300_V500_0.txt,12,300,500,backtracking,537,0.000697,7447
inst_N12_W300_V500_0.txt,12,300,500,branchBound,535,0.000010,N/A
inst_N12_W300_V500_1.txt,12,300,500,dynamicProg,442,0.203040,N/A
inst_N12_W300_V500_1.txt,12,300,500,backtracking,442,0.001055,7673
inst_N12_W300_V500_1.txt,12,300,500,branchBound,442,0.000034,N/A
inst_N12_W300_V500_2.txt,12,300,500,dynamicProg,648,0.215219,N/A
inst_N12_W300_V500_2.txt,12,300,500,backtracking,648,0.000923,8185
inst_N12_W300_V500_2.txt,12,300,500,branchBound,648,0.000014,N/A
inst_N12_W300_V500_3.txt,12,300,500,dynamicProg,483,0.185442,N/A
inst_N12_W300_V500_3.txt,12,300,500,backtracking,483,0.000769,7195
inst_N12_W300_V500_3.txt,12,300,500,branchBound,483,0.000009,N/A
inst_N12_W300_V500_4.txt,12,300,500,dynamicProg,604,0.235081,N/A
inst_N12_W300_V500_4.txt,12,300,500,backtracking,604,0.000924,7481
inst_N12_W300_V500_4.txt,12,300,500,branchBound,604,0.000017,N/A
inst_N12_W300_V500_5.txt,12,300,500,dynamicProg,553,0.167219,N/A
inst_N12_W300_V500_5.txt,12,300,500,backtracking,553,0.000683,7009
inst_N12_W300_V500_5.txt,12,300,500,branchBound,553,0.000012,N/A
inst_N12_W300_V500_6.txt,12,300,500,dynamicProg,600,0.173905,N/A
inst_N12_W300_V500_6.txt,12,300,500,backtracking,600,0.000668,6851
inst_N12_W300_V500_6.txt,12,300,500,branchBound,600,0.000012,N/A
inst_N12_W300_V500_7.txt,12,300,500,dynamicProg,437,0.154271,N/A
inst_N12_W300_V500_7.txt,12,300,500,backtracking,437,0.000687,6217
inst_N12_W300_V500_7.txt,12,300,500,branchBound,437,0.000003,N/A
inst_N12_W300_V500_8.txt,12,300,500,dynamicProg,569,0.175683,N/A
inst_N12_W300_V500_8.txt,12,300,500,backtracking,569,0.000752,6967
inst_N12_W300_V500_8.txt,12,300,500,branchBound,569,0.000012,N/A
inst_N12_W300_V500_9.txt,12,300,500,dynamicProg,539,0.193086,N/A
inst_N12_W300_V500_9.txt,12,300,500,backtracking,539,0.000739,7561
inst_N12_W300_V500_9.txt,12,300,500,branchBound,539,0.000016,N/A
inst_N12_W300_V50_0.txt,12,300,50,dynamicProg,543,0.031506,N/A
inst_N12_W300_V50_0.txt,12,300,50,backtracking,543,0.001039,6181
inst_N12_W300_V50_0.txt,12,300,50,branchBound,543,0.000003,N/A
inst_N12_W300_V50_1.txt,12,300,50,dynamicProg,517,0.044219,N/A
inst_N12_W300_V50_1.txt,12,300,50,backtracking,517,0.000729,7837
inst_N12_W300_V50_1.txt,12,300,50,branchBound,508,0.000003,N/A
inst_N12_W300_V50_2.txt,12,300,50,dynamicProg,468,0.032572,N/A
inst_N12_W300_V50_2.txt,12,300,50,backtracking,468,0.000731,7751
inst_N12_W300_V50_2.txt,12,300,50,branchBound,468,0.000017,N/A
inst_N12_W300_V50_3.txt,12,300,50,dynamicProg,376,0.032612,N/A
inst_N12_W300_V50_3.txt,12,300,50,backtracking,376,0.000636,5767
inst_N12_W300_V50_3.txt,12,300,50,branchBound,376,0.000030,N/A
inst_N12_W300_V50_4.txt,12,300,50,dynamicProg,501,0.029234,N/A
inst_N12_W300_V50_4.txt,12,300,50,backtracking,501,0.000935,6923
inst_N12_W300_V50_4.txt,12,300,50,branchBound,501,0.000014,N/A
inst_N12_W300_V50_5.txt,12,300,50,dynamicProg,409,0.045148,N/A
inst_N12_W300_V50_5.txt,12,300,50,backtracking,409,0.000590,5715
inst_N12_W300_V50_5.txt,12,300,50,branchBound,383,0.000014,N/A
inst_N12_W300_V50_6.txt,12,300,50,dynamicProg,605,0.039048,N/A
inst_N12_W300_V50_6.txt,12,300,50,backtracking,605,0.000700,6945
inst_N12_W300_V50_6.txt,12,300,50,branchBound,605,0.000012,N/A
inst_N12_W300_V50_7.txt,12,300,50,dynamicProg,529,0.039537,N/A
inst_N12_W300_V50_7.txt,12,300,50,backtracking,529,0.000745,6785
inst_N12_W300_V50_7.txt,12,300,50,branchBound,516,0.000009,N/A
inst_N12_W300_V50_8.txt,12,300,50,dynamicProg,436,0.046358,N/A
inst_N12_W300_V50_8.txt,12,300,50,backtracking,436,0.001167,6329
inst_N12_W300_V50_8.txt,12,300,50,branchBound,434,0.000027,N/A
inst_N12_W300_V50_9.txt,12,300,50,dynamicProg,518,0.031497,N/A
inst_N12_W300_V50_9.txt,12,300,50,backtracking,518,0.000980,7457
inst_N12_W300_V50_9.txt,12,300,50,branchBound,492,0.000004,N/A
inst_N12_W350_V100_0.txt,12,350,100,dynamicProg,546,0.051732,N/A
inst_N12_W350_V100_0.txt,12,350,100,backtracking,546,0.000695,7171
inst_N12_W350_V100_0.txt,12,350,100,branchBound,546,0.000010,N/A
inst_N12_W350_V100_1.txt,12,350,100,dynamicProg,448,0.049591,N/A
inst_N12_W350_V100_1.txt,12,350,100,backtracking,448,0.000757,7317
inst_N12_W350_V100_1.txt,12,350,100,branchBound,441,0.000027,N/A
inst_N12_W350_V100_2.txt,12,350,100,dynamicProg,569,0.062105,N/A
inst_N12_W350_V100_2.txt,12,350,100,backtracking,569,0.000717,7225
inst_N12_W350_V100_2.txt,12,350,100,branchBound,569,0.000012,N/A
inst_N12_W350_V100_3.txt,12,350,100,dynamicProg,582,0.051714,N/A
inst_N12_W350_V100_3.txt,12,350,100,backtracking,582,0.000975,7363
inst_N12_W350_V100_3.txt,12,350,100,branchBound,582,0.000018,N/A
inst_N12_W350_V100_4.txt,12,350,100,dynamicProg,588,0.051358,N/A
inst_N12_W350_V100_4.txt,12,350,100,backtracking,588,0.000964,6805
inst_N12_W350_V100_4.txt,12,350,100,branchBound,588,0.000009,N/A
inst_N12_W350_V100_5.txt,12,350,100,dynamicProg,349,0.054828,N/A
inst_N12_W350_V100_5.txt,12,350,100,backtracking,349,0.000799,7429
inst_N12_W350_V100_5.txt,12,350,100,branchBound,349,0.000003,N/A
inst_N12_W350_V100_6.txt,12,350,100,dynamicProg,593,0.052646,N/A
inst_N12_W350_V100_6.txt,12,350,100,backtracking,593,0.000753,7195
inst_N12_W350_V100_6.txt,12,350,100,branchBound,593,0.000024,N/A
inst_N12_W350_V100_7.txt,12,350,100,dynamicProg,684,0.052286,N/A
inst_N12_W350_V100_7.txt,12,350,100,backtracking,684,0.000812,8145
inst_N12_W350_V100_7.txt,12,350,100,branchBound,684,0.000016,N/A
inst_N12_W350_V100_8.txt,12,350,100,dynamicProg,535,0.050695,N/A
inst_N12_W350_V100_8.txt,12,350,100,backtracking,535,0.000686,6769
inst_N12_W350_V100_8.txt,12,350,100,branchBound,531,0.000023,N/A
inst_N12_W350_V100_9.txt,12,350,100,dynamicProg,442,0.051556,N/A
inst_N12_W350_V100_9.txt,12,350,100,backtracking,442,0.000662,6959
inst_N12_W350_V100_9.txt,12,350,100,branchBound,442,0.000024,N/A
inst_N12_W350_V150_0.txt,12,350,150,dynamicProg,521,0.084777,N/A
inst_N12_W350_V150_0.txt,12,350,150,backtracking,521,0.000811,7227
inst_N12_W350_V150_0.txt,12,350,150,branchBound,521,0.000014,N/A
inst_N12_W350_V150_1.txt,12,350,150,dynamicProg,542,0.072761,N/A
inst_N12_W350_V150_1.txt,12,350,150,backtracking,542,0.000827,7859
inst_N12_W350_V150_1.txt,12,350,150,branchBound,542,0.000013,N/A
inst_N12_W350_V150_2.txt,12,350,150,dynamicProg,559,0.055935,N/A
inst_N12_W350_V150_2.txt,12,350,150,backtracking,559,0.000756,6291
inst_N12_W350_V150_2.txt,12,350,150,branchBound,559,0.000010,N/A
inst_N12_W350_V150_3.txt,12,350,150,dynamicProg,415,0.063359,N/A
inst_N12_W350_V150_3.txt,12,350,150,backtracking,415,0.000718,6379
inst_N12_W350_V150_3.txt,12,350,150,branchBound,415,0.000004,N/A
inst_N12_W350_V150_4.txt,12,350,150,dynamicProg,579,0.077403,N/A
inst_N12_W350_V150_4.txt,12,350,150,backtracking,579,0.000971,8033
inst_N12_W350_V150_4.txt,12,350,150,branchBound,579,0.000011,N/A
inst_N12_W350_V150_5.txt,12,350,150,dynamicProg,447,0.072693,N/A
inst_N12_W350_V150_5.txt,12,350,150,backtracking,447,0.000616,6649
inst_N12_W350_V150_5.txt,12,350,150,branchBound,447,0.000009,N/A
inst_N12_W350_V150_6.txt,12,350,150,dynamicProg,461,0.067249,N/A
inst_N12_W350_V150_6.txt,12,350,150,backtracking,461,0.001150,6997
inst_N12_W350_V150_6.txt,12,350,150,branchBound,461,0.000012,N/A
inst_N12_W350_V150_7.txt,12,350,150,dynamicProg,523,0.087762,N/A
inst_N12_W350_V150_7.txt,12,350,150,backtracking,523,0.000913,8159
inst_N12_W350_V150_7.txt,12,350,150,branchBound,523,0.000012,N/A
inst_N12_W350_V150_8.txt,12,350,150,dynamicProg,467,0.092639,N/A
inst_N12_W350_V150_8.txt,12,350,150,backtracking,467,0.000907,6355
inst_N12_W350_V150_8.txt,12,350,150,branchBound,447,0.000005,N/A
inst_N12_W350_V150_9.txt,12,350,150,dynamicProg,635,0.080402,N/A
inst_N12_W350_V150_9.txt,12,350,150,backtracking,635,0.000874,7843
inst_N12_W350_V150_9.txt,12,350,150,branchBound,635,0.000016,N/A
inst_N12_W350_V200_0.txt,12,350,200,dynamicProg,618,0.096442,N/A
inst_N12_W350_V200_0.txt,12,350,200,backtracking,618,0.000747,7609
inst_N12_W350_V200_0.txt,12,350,200,branchBound,618,0.000014,N/A
inst_N12_W350_V200_1.txt,12,350,200,dynamicProg,437,0.087728,N/A
inst_N12_W350_V200_1.txt,12,350,200,backtracking,437,0.000901,6683
inst_N12_W350_V200_1.txt,12,350,200,branchBound,437,0.000010,N/A
inst_N12_W350_V200_2.txt,12,350,200,dynamicProg,482,0.087947,N/A
inst_N12_W350_V200_2.txt,12,350,200,backtracking,482,0.000662,6035
inst_N12_W350_V200_2.txt,12,350,200,branchBound,460,0.000008,N/A
inst_N12_W350_V200_3.txt,12,350,200,dynamicProg,395,0.068836,N/A
inst_N12_W350_V200_3.txt,12,350,200,backtracking,395,0.000997,5565
inst_N12_W350_V200_3.txt,12,350,200,branchBound,395,0.000014,N/A
inst_N12_W350_V200_4.txt,12,350,200,dynamicProg,586,0.080554,N/A
inst_N12_W350_V200_4.txt,12,350,200,backtracking,586,0.000722,6937
inst_N12_W350_V200_4.txt,12,350,200,branchBound,586,0.000014,N/A
inst_N12_W350_V200_5.txt,12,350,200,dynamicProg,476,0.074044,N/A
inst_N12_W350_V200_5.txt,12,350,200,backtracking,476,0.000741,7401
inst_N12_W350_V200_5.txt,12,350,200,branchBound,476,0.000013,N/A
inst_N12_W350_V200_6.txt,12,350,200,dynamicProg,579,0.089329,N/A
inst_N12_W350_V200_6.txt,12,350,200,backtracking,579,0.000772,7589
inst_N12_W350_V200_6.txt,12,350,200,branchBound,579,0.000003,N/A
inst_N12_W350_V200_7.txt,12,350,200,dynamicProg,489,0.082521,N/A
inst_N12_W350_V200_7.txt,12,350,200,backtracking,489,0.000744,5795
inst_N12_W350_V200_7.txt,12,350,200,branchBound,489,0.000009,N/A
inst_N12_W350_V200_8.txt,12,350,200,dynamicProg,576,0.096992,N/A
inst_N12_W350_V200_8.txt,12,350,200,backtracking,576,0.000851,8041
inst_N12_W350_V200_8.txt,12,350,200,branchBound,576,0.000021,N/A
inst_N12_W350_V200_9.txt,12,350,200,dynamicProg,497,0.080927,N/A
inst_N12_W350_V200_9.txt,12,350,200,backtracking,497,0.000693,5807
inst_N12_W350_V200_9.txt,12,350,200,branchBound,497,0.000016,N/A
inst_N12_W350_V250_0.txt,12,350,250,dynamicProg,371,0.113758,N/A
inst_N12_W350_V250_0.txt,12,350,250,backtracking,371,0.001088,6761
inst_N12_W350_V250_0.txt,12,350,250,branchBound,371,0.000020,N/A
inst_N12_W350_V250_1.txt,12,350,250,dynamicProg,460,0.111284,N/A
inst_N12_W350_V250_1.txt,12,350,250,backtracking,460,0.000787,7429
inst_N12_W350_V250_1.txt,12,350,250,branchBound,460,0.000015,N/A
inst_N12_W350_V250_2.txt,12,350,250,dynamicProg,486,0.121918,N/A
inst_N12_W350_V250_2.txt,12,350,250,backtracking,486,0.000529,5779
inst_N12_W350_V250_2.txt,12,350,250,branchBound,486,0.000002,N/A
inst_N12_W350_V250_3.txt,12,350,250,dynamicProg,539,0.123941,N/A
inst_N12_W350_V250_3.txt,12,350,250,backtracking,539,0.000887,7167
inst_N12_W350_V250_3.txt,12,350,250,branchBound,539,0.000011,N/A
inst_N12_W350_V250_4.txt,12,350,250,dynamicProg,447,0.126201,N/A
inst_N12_W350_V250_4.txt,12,350,250,backtracking,447,0.000627,6859
inst_N12_W350_V250_4.txt,12,350,250,branchBound,437,0.000019,N/A
inst_N12_W350_V250_5.txt,12,350,250,dynamicProg,598,0.130107,N/A
inst_N12_W350_V250_5.txt,12,350,250,backtracking,598,0.000827,7497
inst_N12_W350_V250_5.txt,12,350,250,branchBound,598,0.000010,N/A
inst_N12_W350_V250_6.txt,12,350,250,dynamicProg,601,0.114335,N/A
inst_N12_W350_V250_6.txt,12,350,250,backtracking,601,0.000794,7503
inst_N12_W350_V250_6.txt,12,350,250,branchBound,601,0.000016,N/A
inst_N12_W350_V250_7.txt,12,350,250,dynamicProg,604,0.143465,N/A
inst_N12_W350_V250_7.txt,12,350,250,backtracking,604,0.000940,7697
inst_N12_W350_V250_7.txt,12,350,250,branchBound,604,0.000010,N/A
inst_N12_W350_V250_8.txt,12,350,250,dynamicProg,525,0.119530,N/A
inst_N12_W350_V250_8.txt,12,350,250,backtracking,525,0.000883,7351
inst_N12_W350_V250_8.txt,12,350,250,branchBound,523,0.000019,N/A
inst_N12_W350_V250_9.txt,12,350,250,dynamicProg,426,0.125719,N/A
inst_N12_W350_V250_9.txt,12,350,250,backtracking,426,0.000743,6911
inst_N12_W350_V250_9.txt,12,350,250,branchBound,426,0.000005,N/A
inst_N12_W350_V300_0.txt,12,350,300,dynamicProg,359,0.123156,N/A
inst_N12_W350_V300_0.txt,12,350,300,backtracking,359,0.000676,5611
inst_N12_W350_V300_0.txt,12,350,300,branchBound,359,0.000023,N/A
inst_N12_W350_V300_1.txt,12,350,300,dynamicProg,575,0.177959,N/A
inst_N12_W350_V300_1.txt,12,350,300,backtracking,575,0.001004,7491
inst_N12_W350_V300_1.txt,12,350,300,branchBound,575,0.000004,N/A
inst_N12_W350_V300_2.txt,12,350,300,dynamicProg,557,0.167186,N/A
inst_N12_W350_V300_2.txt,12,350,300,backtracking,557,0.001196,6583
inst_N12_W350_V300_2.txt,12,350,300,branchBound,557,0.000056,N/A
inst_N12_W350_V300_3.txt,12,350,300,dynamicProg,574,0.193851,N/A
inst_N12_W350_V300_3.txt,12,350,300,backtracking,574,0.000976,6587
inst_N12_W350_V300_3.txt,12,350,300,branchBound,574,0.000013,N/A
inst_N12_W350_V300_4.txt,12,350,300,dynamicProg,556,0.167945,N/A
inst_N12_W350_V300_4.txt,12,350,300,backtracking,556,0.000788,7451
inst_N12_W350_V300_4.txt,12,350,300,branchBound,549,0.000028,N/A
inst_N12_W350_V300_5.txt,12,350,300,dynamicProg,459,0.124275,N/A
inst_N12_W350_V300_5.txt,12,350,300,backtracking,459,0.000823,6043
inst_N12_W350_V300_5.txt,12,350,300,branchBound,459,0.000014,N/A
inst_N12_W350_V300_6.txt,12,350,300,dynamicProg,491,0.156033,N/A
inst_N12_W350_V300_6.txt,12,350,300,backtracking,491,0.001196,7209
inst_N12_W350_V300_6.txt,12,350,300,branchBound,491,0.000013,N/A
inst_N12_W350_V300_7.txt,12,350,300,dynamicProg,575,0.148521,N/A
inst_N12_W350_V300_7.txt,12,350,300,backtracking,575,0.000950,8073
inst_N12_W350_V300_7.txt,12,350,300,branchBound,575,0.000010,N/A
inst_N12_W350_V300_8.txt,12,350,300,dynamicProg,551,0.148236,N/A
inst_N12_W350_V300_8.txt,12,350,300,backtracking,551,0.001498,7949
inst_N12_W350_V300_8.txt,12,350,300,branchBound,551,0.000022,N/A
inst_N12_W350_V300_9.txt,12,350,300,dynamicProg,508,0.194217,N/A
inst_N12_W350_V300_9.txt,12,350,300,backtracking,508,0.001064,7851
inst_N12_W350_V300_9.txt,12,350,300,branchBound,487,0.000003,N/A
inst_N12_W350_V350_0.txt,12,350,350,dynamicProg,513,0.150913,N/A
inst_N12_W350_V350_0.txt,12,350,350,backtracking,513,0.000843,6493
inst_N12_W350_V350_0.txt,12,350,350,branchBound,509,0.000015,N/A
inst_N12_W350_V350_1.txt,12,350,350,dynamicProg,571,0.175033,N/A
inst_N12_W350_V350_1.txt,12,350,350,backtracking,571,0.001033,6593
inst_N12_W350_V350_1.txt,12,350,350,branchBound,571,0.000025,N/A
inst_N12_W350_V350_2.txt,12,350,350,dynamicProg,519,0.187121,N/A
inst_N12_W350_V350_2.txt,12,350,350,backtracking,519,0.000744,6643
inst_N12_W350_V350_2.txt,12,350,350,branchBound,519,0.000018,N/A
inst_N12_W350_V350_3.txt,12,350,350,dynamicProg,539,0.158868,N/A
inst_N12_W350_V350_3.txt,12,350,350,backtracking,539,0.000832,7505
inst_N12_W350_V350_3.txt,12,350,350,branchBound,539,0.000010,N/A
inst_N12_W350_V350_4.txt,12,350,350,dynamicProg,528,0.136475,N/A
inst_N12_W350_V350_4.txt,12,350,350,backtracking,528,0.001132,6443
inst_N12_W350_V350_4.txt,12,350,350,branchBound,528,0.000011,N/A
inst_N12_W350_V350_5.txt,12,350,350,dynamicProg,434,0.166702,N/A
inst_N12_W350_V350_5.txt,12,350,350,backtracking,434,0.000570,5265
inst_N12_W350_V350_5.txt,12,350,350,branchBound,421,0.000005,N/A
inst_N12_W350_V350_6.txt,12,350,350,dynamicProg,612,0.144398,N/A
inst_N12_W350_V350_6.txt,12,350,350,backtracking,612,0.001052,7235
inst_N12_W350_V350_6.txt,12,350,350,branchBound,612,0.000021,N/A
inst_N12_W350_V350_7.txt,12,350,350,dynamicProg,516,0.167183,N/A
inst_N12_W350_V350_7.txt,12,350,350,backtracking,516,0.000848,6945
inst_N12_W350_V350_7.txt,12,350,350,branchBound,516,0.000003,N/A
inst_N12_W350_V350_8.txt,12,350,350,dynamicProg,492,0.148129,N/A
inst_N12_W350_V350_8.txt,12,350,350,backtracking,492,0.000800,6875
inst_N12_W350_V350_8.txt,12,350,350,branchBound,492,0.000020,N/A
inst_N12_W350_V350_9.txt,12,350,350,dynamicProg,627,0.161886,N/A
inst_N12_W350_V350_9.txt,12,350,350,backtracking,627,0.000813,8063
inst_N12_W350_V350_9.txt,12,350,350,branchBound,627,0.000003,N/A
inst_N12_W350_V400_0.txt,12,350,400,dynamicProg,452,0.166097,N/A
inst_N12_W350_V400_0.txt,12,350,400,backtracking,452,0.000822,6105
inst_N12_W350_V400_0.txt,12,350,400,branchBound,452,0.000010,N/A
inst_N12_W350_V400_1.txt,12,350,400,dynamicProg,467,0.146642,N/A
inst_N12_W350_V400_1.txt,12,350,400,backtracking,467,0.000491,5223
inst_N12_W350_V400_1.txt,12,350,400,branchBound,467,0.000009,N/A
inst_N12_W350_V400_2.txt,12,350,400,dynamicProg,444,0.151338,N/A
inst_N12_W350_V400_2.txt,12,350,400,backtracking,444,0.000678,6893
inst_N12_W350_V400_2.txt,12,350,400,branchBound,444,0.000018,N/A
inst_N12_W350_V400_3.txt,12,350,400,dynamicProg,541,0.190551,N/A
inst_N12_W350_V400_3.txt,12,350,400,backtracking,541,0.000787,7439
inst_N12_W350_V400_3.txt,12,350,400,branchBound,541,0.000003,N/A
inst_N12_W350_V400_4.txt,12,350,400,dynamicProg,451,0.172471,N/A
inst_N12_W350_V400_4.txt,12,350,400,backtracking,451,0.001569,7093
inst_N12_W350_V400_4.txt,12,350,400,branchBound,451,0.000012,N/A
inst_N12_W350_V400_5.txt,12,350,400,dynamicProg,466,0.160963,N/A
inst_N12_W350_V400_5.txt,12,350,400,backtracking,466,0.000834,6311
inst_N12_W350_V400_5.txt,12,350,400,branchBound,466,0.000003,N/A
inst_N12_W350_V400_6.txt,12,350,400,dynamicProg,421,0.144908,N/A
inst_N12_W350_V400_6.txt,12,350,400,backtracking,421,0.001121,7155
inst_N12_W350_V400_6.txt,12,350,400,branchBound,421,0.000012,N/A
inst_N12_W350_V400_7.txt,12,350,400,dynamicProg,650,0.167885,N/A
inst_N12_W350_V400_7.txt,12,350,400,backtracking,650,0.000677,7821
inst_N12_W350_V400_7.txt,12,350,400,branchBound,650,0.000003,N/A
inst_N12_W350_V400_8.txt,12,350,400,dynamicProg,527,0.163168,N/A
inst_N12_W350_V400_8.txt,12,350,400,backtracking,527,0.000661,7243
inst_N12_W350_V400_8.txt,12,350,400,branchBound,527,0.000009,N/A
inst_N12_W350_V400_9.txt,12,350,400,dynamicProg,581,0.165768,N/A
inst_N12_W350_V400_9.txt,12,350,400,backtracking,581,0.000637,6251
inst_N12_W350_V400_9.txt,12,350,400,branchBound,565,0.000013,N/A
inst_N12_W350_V450_0.txt,12,350,450,dynamicProg,631,0.143773,N/A
inst_N12_W350_V450_0.txt,12,350,450,backtracking,631,0.000761,7191
inst_N12_W350_V450_0.txt,12,350,450,branchBound,631,0.000003,N/A
inst_N12_W350_V450_1.txt,12,350,450,dynamicProg,457,0.229071,N/A
inst_N12_W350_V450_1.txt,12,350,450,backtracking,457,0.000752,7509
